series_name,episode_name,series_episode,season,season_episode,url,user_rating,user_votes,rate_1,rate_2,rate_3,rate_4,rate_5,rate_6,rate_7,rate_8,rate_9,rate_10
Scandal,Defiance,14,2,7,http://www.imdb.com/title/tt2446530/?ref_=ttep_ep7,8.4,547,0.04021937842778794,0.007312614259597806,0.005484460694698354,0.003656307129798903,0.012797074954296161,0.02010968921389397,0.08957952468007313,0.25045703839122485,0.21389396709323583,0.35648994515539306
Scandal,"Happy Birthday, Mr. President",15,2,8,http://www.imdb.com/title/tt2482804/?ref_=ttep_ep8,8.8,654,0.04128440366972477,0.00764525993883792,0.0061162079510703364,0.0045871559633027525,0.0061162079510703364,0.022935779816513763,0.04128440366972477,0.13608562691131498,0.2599388379204893,0.4740061162079511
Scandal,Blown Away,16,2,9,http://www.imdb.com/title/tt2513130/?ref_=ttep_ep9,8.5,536,0.041044776119402986,0.007462686567164179,0.0037313432835820895,0.007462686567164179,0.007462686567164179,0.014925373134328358,0.07835820895522388,0.22761194029850745,0.2574626865671642,0.35447761194029853
Scandal,One for the Dog,17,2,10,http://www.imdb.com/title/tt2543596/?ref_=ttep_ep10,8.6,524,0.04389312977099236,0.009541984732824428,0.003816793893129771,0.0057251908396946565,0.011450381679389313,0.013358778625954198,0.08206106870229007,0.1946564885496183,0.24045801526717558,0.3950381679389313
Scandal,"A Criminal, a Whore, an Idiot and a Liar",18,2,11,http://www.imdb.com/title/tt2544000/?ref_=ttep_ep11,8.4,540,0.044444444444444446,0.007407407407407408,0.005555555555555556,0.007407407407407408,0.011111111111111112,0.027777777777777776,0.07592592592592592,0.22777777777777777,0.21851851851851853,0.37407407407407406
Scandal,Truth or Consequences,19,2,12,http://www.imdb.com/title/tt2631556/?ref_=ttep_ep12,8.4,493,0.04665314401622718,0.010141987829614604,0.004056795131845842,0.006085192697768763,0.012170385395537525,0.02434077079107505,0.07302231237322515,0.23529411764705882,0.22718052738336714,0.36105476673427994
Scandal,Nobody Likes Babies,20,2,13,http://www.imdb.com/title/tt2633644/?ref_=ttep_ep13,8.6,529,0.045368620037807186,0.00945179584120983,0.003780718336483932,0.005671077504725898,0.013232514177693762,0.015122873345935728,0.05671077504725898,0.21928166351606806,0.2060491493383743,0.42533081285444235
Scandal,Whiskey Tango Foxtrot,21,2,14,http://www.imdb.com/title/tt2657076/?ref_=ttep_ep14,8.3,505,0.04950495049504951,0.009900990099009901,0.0039603960396039604,0.007920792079207921,0.0019801980198019802,0.019801980198019802,0.09900990099009901,0.28316831683168314,0.17623762376237623,0.3485148514851485
Scandal,Boom Goes the Dynamite,22,2,15,http://www.imdb.com/title/tt2663790/?ref_=ttep_ep15,8.1,500,0.044,0.01,0.006,0.01,0.002,0.042,0.132,0.306,0.134,0.314
Scandal,Top of the Hour,23,2,16,http://www.imdb.com/title/tt2718132/?ref_=ttep_ep16,8.1,475,0.04421052631578947,0.010526315789473684,0.00631578947368421,0.004210526315789474,0.01263157894736842,0.029473684210526315,0.12210526315789473,0.3031578947368421,0.1431578947368421,0.32421052631578945
Scandal,Snake in the Garden,24,2,17,http://www.imdb.com/title/tt2756212/?ref_=ttep_ep17,8.2,455,0.04835164835164835,0.01098901098901099,0.006593406593406593,0.004395604395604396,0.01098901098901099,0.035164835164835165,0.11868131868131868,0.2967032967032967,0.16263736263736264,0.3054945054945055
Scandal,"Molly, You in Danger, Girl",25,2,18,http://www.imdb.com/title/tt2764038/?ref_=ttep_ep18,8.4,466,0.04721030042918455,0.01072961373390558,0.004291845493562232,0.006437768240343348,0.006437768240343348,0.017167381974248927,0.0944206008583691,0.26394849785407726,0.20600858369098712,0.34334763948497854
Scandal,Seven Fifty-Two,26,2,19,http://www.imdb.com/title/tt2805336/?ref_=ttep_ep19,8.7,553,0.04159132007233273,0.009041591320072333,0.009041591320072333,0.0054249547920434,0.0018083182640144665,0.0108499095840868,0.07775768535262206,0.16636528028933092,0.23688969258589512,0.4412296564195298
Scandal,A Woman Scorned,27,2,20,http://www.imdb.com/title/tt2797212/?ref_=ttep_ep20,8.6,510,0.045098039215686274,0.00784313725490196,0.00784313725490196,0.00980392156862745,0.00392156862745098,0.01568627450980392,0.052941176470588235,0.1803921568627451,0.25098039215686274,0.42549019607843136
Scandal,Any Questions?,28,2,21,http://www.imdb.com/title/tt2805338/?ref_=ttep_ep21,8.7,475,0.04842105263157895,0.010526315789473684,0.004210526315789474,0.00631578947368421,0.010526315789473684,0.010526315789473684,0.05894736842105263,0.17473684210526316,0.25894736842105265,0.4168421052631579
Scandal,White Hat's Back On,29,2,22,http://www.imdb.com/title/tt2805344/?ref_=ttep_ep22,8.8,612,0.04084967320261438,0.00980392156862745,0.00980392156862745,0.006535947712418301,0.011437908496732025,0.00980392156862745,0.04411764705882353,0.13398692810457516,0.2173202614379085,0.5163398692810458
Scandal,It's Handled,30,3,1,http://www.imdb.com/title/tt3134028/?ref_=ttep_ep1,8.6,508,0.03937007874015748,0.007874015748031496,0.011811023622047244,0.007874015748031496,0.003937007874015748,0.017716535433070866,0.0610236220472441,0.2047244094488189,0.2559055118110236,0.38976377952755903
Scandal,Guess Who's Coming to Dinner,31,3,2,http://www.imdb.com/title/tt3120752/?ref_=ttep_ep2,8.4,433,0.04387990762124711,0.011547344110854504,0.011547344110854504,0.004618937644341801,0.006928406466512702,0.016166281755196306,0.07390300230946882,0.3002309468822171,0.24942263279445728,0.2817551963048499
Scandal,Mrs. Smith Goes to Washington,32,3,3,http://www.imdb.com/title/tt3172768/?ref_=ttep_ep3,8.4,434,0.04838709677419355,0.0069124423963133645,0.0069124423963133645,0.013824884792626729,0.009216589861751152,0.029953917050691243,0.0967741935483871,0.271889400921659,0.1935483870967742,0.3225806451612903
Scandal,Say Hello to My Little Friend,33,3,4,http://www.imdb.com/title/tt3172772/?ref_=ttep_ep4,7.9,402,0.05223880597014925,0.009950248756218905,0.009950248756218905,0.007462686567164179,0.024875621890547265,0.05223880597014925,0.1791044776119403,0.3358208955223881,0.10696517412935323,0.22139303482587064
Scandal,"More Cattle, Less Bull",34,3,5,http://www.imdb.com/title/tt3172774/?ref_=ttep_ep5,8.3,398,0.05025125628140704,0.010050251256281407,0.010050251256281407,0.007537688442211055,0.002512562814070352,0.02763819095477387,0.09547738693467336,0.2814070351758794,0.228643216080402,0.2864321608040201
Scandal,Icarus,35,3,6,http://www.imdb.com/title/tt3255848/?ref_=ttep_ep6,8.1,382,0.05235602094240838,0.010471204188481676,0.007853403141361256,0.007853403141361256,0.002617801047120419,0.03926701570680628,0.1099476439790576,0.3612565445026178,0.17539267015706805,0.23298429319371727
Scandal,Everything's Coming Up Mellie,36,3,7,http://www.imdb.com/title/tt3276282/?ref_=ttep_ep7,8.4,416,0.04807692307692308,0.009615384615384616,0.009615384615384616,0.009615384615384616,0.004807692307692308,0.021634615384615384,0.09134615384615384,0.2692307692307692,0.23798076923076922,0.2980769230769231
Scandal,"Vermont Is for Lovers, Too",37,3,8,http://www.imdb.com/title/tt3276280/?ref_=ttep_ep8,8.4,461,0.0455531453362256,0.010845986984815618,0.015184381778741865,0.006507592190889371,0.013015184381778741,0.019522776572668113,0.07158351409978309,0.24945770065075923,0.21475054229934923,0.35357917570498915
Scandal,YOLO,38,3,9,http://www.imdb.com/title/tt3276284/?ref_=ttep_ep9,8.3,422,0.052132701421800945,0.016587677725118485,0.009478672985781991,0.016587677725118485,0.004739336492890996,0.030805687203791468,0.07819905213270142,0.26540284360189575,0.2132701421800948,0.3127962085308057
Scandal,A Door Marked Exit,39,3,10,http://www.imdb.com/title/tt3276286/?ref_=ttep_ep10,8.2,399,0.047619047619047616,0.010025062656641603,0.007518796992481203,0.015037593984962405,0.017543859649122806,0.03007518796992481,0.09273182957393483,0.2932330827067669,0.20551378446115287,0.2807017543859649
Scandal,"Ride, Sally, Ride",40,3,11,http://www.imdb.com/title/tt3288594/?ref_=ttep_ep11,8.1,363,0.05509641873278237,0.008264462809917356,0.011019283746556474,0.013774104683195593,0.01928374655647383,0.02203856749311295,0.11294765840220386,0.32231404958677684,0.19008264462809918,0.24517906336088155
Scandal,We Do Not Touch the First Ladies,41,3,12,http://www.imdb.com/title/tt3288596/?ref_=ttep_ep12,8.2,359,0.055710306406685235,0.008356545961002786,0.008356545961002786,0.011142061281337047,0.019498607242339833,0.022284122562674095,0.10027855153203342,0.28969359331476324,0.1977715877437326,0.28690807799442897
Scandal,No Sun on the Horizon,42,3,13,http://www.imdb.com/title/tt3288600/?ref_=ttep_ep13,8.4,388,0.059278350515463915,0.007731958762886598,0.01288659793814433,0.010309278350515464,0.002577319587628866,0.015463917525773196,0.06443298969072164,0.2190721649484536,0.2654639175257732,0.3427835051546392
Scandal,Kiss Kiss Bang Bang,43,3,14,http://www.imdb.com/title/tt3288608/?ref_=ttep_ep14,8.6,427,0.05152224824355972,0.00702576112412178,0.00702576112412178,0.00468384074941452,0.01405152224824356,0.0234192037470726,0.06557377049180328,0.16627634660421545,0.26229508196721313,0.3981264637002342
Scandal,Mama Said Knock You Out,44,3,15,http://www.imdb.com/title/tt3288614/?ref_=ttep_ep15,8,363,0.05785123966942149,0.011019283746556474,0.011019283746556474,0.011019283746556474,0.008264462809917356,0.03581267217630854,0.10743801652892562,0.34710743801652894,0.14600550964187328,0.2644628099173554
Scandal,The Fluffer,45,3,16,http://www.imdb.com/title/tt3288612/?ref_=ttep_ep16,8.4,367,0.051771117166212535,0.013623978201634877,0.010899182561307902,0.0027247956403269754,0.008174386920980926,0.021798365122615803,0.09264305177111716,0.23160762942779292,0.23433242506811988,0.33242506811989103
Scandal,Flesh and Blood,46,3,17,http://www.imdb.com/title/tt3288628/?ref_=ttep_ep17,8.4,366,0.05191256830601093,0.01639344262295082,0.00819672131147541,0.00273224043715847,0.02185792349726776,0.02459016393442623,0.07923497267759563,0.1994535519125683,0.26229508196721313,0.3333333333333333
Scandal,The Price of Free and Fair Elections,47,3,18,http://www.imdb.com/title/tt3288620/?ref_=ttep_ep18,8.8,494,0.0465587044534413,0.012145748987854251,0.006072874493927126,0.006072874493927126,0.010121457489878543,0.012145748987854251,0.0465587044534413,0.12550607287449392,0.25303643724696356,0.4817813765182186
Scandal,"Randy, Red, Superfreak and Julia",48,4,1,http://www.imdb.com/title/tt3720988/?ref_=ttep_ep1,8,440,0.05909090909090909,0.011363636363636364,0.013636363636363636,0.006818181818181818,0.006818181818181818,0.04772727272727273,0.11818181818181818,0.29772727272727273,0.16818181818181818,0.27045454545454545
Scandal,The State of the Union,49,4,2,http://www.imdb.com/title/tt4035980/?ref_=ttep_ep2,7.9,349,0.07163323782234957,0.008595988538681949,0.017191977077363897,0.008595988538681949,0.011461318051575931,0.03724928366762178,0.14326647564469913,0.3008595988538682,0.15472779369627507,0.24641833810888253
Scandal,Inside the Bubble,50,4,3,http://www.imdb.com/title/tt4035998/?ref_=ttep_ep3,7.8,357,0.06442577030812324,0.014005602240896359,0.01680672268907563,0.008403361344537815,0.0196078431372549,0.036414565826330535,0.20168067226890757,0.3025210084033613,0.10364145658263306,0.23249299719887956
Scandal,"Like Father, Like Daughter",51,4,4,http://www.imdb.com/title/tt4097702/?ref_=ttep_ep4,8.5,400,0.0625,0.0125,0.0075,0.0075,0.0025,0.01,0.06,0.2125,0.275,0.35
Scandal,The Key,52,4,5,http://www.imdb.com/title/tt4065178/?ref_=ttep_ep5,7.7,328,0.06402439024390244,0.021341463414634148,0.021341463414634148,0.003048780487804878,0.009146341463414634,0.036585365853658534,0.19207317073170732,0.2896341463414634,0.13414634146341464,0.22865853658536586
Scandal,An Innocent Man,53,4,6,http://www.imdb.com/title/tt4082288/?ref_=ttep_ep6,8.1,336,0.0625,0.008928571428571428,0.011904761904761904,0.008928571428571428,0.005952380952380952,0.026785714285714284,0.08035714285714286,0.37797619047619047,0.16666666666666666,0.25
Scandal,Baby Made a Mess,54,4,7,http://www.imdb.com/title/tt4134772/?ref_=ttep_ep7,8.7,443,0.056433408577878104,0.009029345372460496,0.009029345372460496,0.006772009029345372,0.006772009029345372,0.013544018058690745,0.05869074492099323,0.14221218961625282,0.2686230248306998,0.4288939051918736
Scandal,The Last Supper,55,4,8,http://www.imdb.com/title/tt4167110/?ref_=ttep_ep8,8.4,362,0.06077348066298342,0.011049723756906077,0.011049723756906077,0.0027624309392265192,0.008287292817679558,0.016574585635359115,0.06906077348066299,0.24585635359116023,0.24585635359116023,0.3287292817679558
Scandal,Where the Sun Don't Shine,56,4,9,http://www.imdb.com/title/tt4167128/?ref_=ttep_ep9,8.6,420,0.05714285714285714,0.007142857142857143,0.007142857142857143,0.007142857142857143,0.011904761904761904,0.007142857142857143,0.06904761904761905,0.1761904761904762,0.2714285714285714,0.38571428571428573
Scandal,Run,57,4,10,http://www.imdb.com/title/tt4297416/?ref_=ttep_ep10,8.1,523,0.06309751434034416,0.028680688336520075,0.022944550669216062,0.01338432122370937,0.032504780114722756,0.036328871892925434,0.08221797323135756,0.17208413001912046,0.18929254302103252,0.35946462715105165
Scandal,Where's the Black Lady?,58,4,11,http://www.imdb.com/title/tt4366706/?ref_=ttep_ep11,7.9,351,0.06837606837606838,0.017094017094017096,0.014245014245014245,0.008547008547008548,0.011396011396011397,0.037037037037037035,0.1168091168091168,0.28774928774928776,0.16809116809116809,0.2706552706552707
Scandal,Gladiators Don't Run,59,4,12,http://www.imdb.com/title/tt4392420/?ref_=ttep_ep12,7.8,357,0.06722689075630252,0.014005602240896359,0.014005602240896359,0.0056022408963585435,0.014005602240896359,0.05042016806722689,0.18207282913165265,0.27170868347338933,0.12885154061624648,0.25210084033613445
Scandal,No More Blood,60,4,13,http://www.imdb.com/title/tt4377026/?ref_=ttep_ep13,8.2,398,0.0678391959798995,0.01256281407035176,0.005025125628140704,0.010050251256281407,0.020100502512562814,0.020100502512562814,0.09547738693467336,0.23618090452261306,0.16080402010050251,0.37185929648241206
Scandal,The Lawn Chair,61,4,14,http://www.imdb.com/title/tt4430626/?ref_=ttep_ep14,8.3,575,0.08695652173913043,0.01391304347826087,0.01391304347826087,0.010434782608695653,0.01391304347826087,0.02782608695652174,0.06086956521739131,0.1634782608695652,0.20173913043478262,0.40695652173913044
Scandal,The Testimony of Diego Muñoz,62,4,15,http://www.imdb.com/title/tt4463842/?ref_=ttep_ep15,7.8,321,0.07165109034267912,0.009345794392523364,0.01557632398753894,0.018691588785046728,0.006230529595015576,0.06230529595015576,0.1526479750778816,0.3364485981308411,0.1277258566978193,0.19937694704049844
Scandal,It's Good to Be Kink,63,4,16,http://www.imdb.com/title/tt4463844/?ref_=ttep_ep16,7.6,333,0.08708708708708708,0.021021021021021023,0.009009009009009009,0.009009009009009009,0.024024024024024024,0.05405405405405406,0.17117117117117117,0.27927927927927926,0.13213213213213212,0.2132132132132132
Scandal,Put a Ring on It,64,4,17,http://www.imdb.com/title/tt4463848/?ref_=ttep_ep17,7.8,337,0.05934718100890208,0.026706231454005934,0.01483679525222552,0.011869436201780416,0.01483679525222552,0.06231454005934718,0.1394658753709199,0.29673590504451036,0.1394658753709199,0.2344213649851632
Scandal,Honor Thy Father,65,4,18,http://www.imdb.com/title/tt4505532/?ref_=ttep_ep18,7.9,307,0.06840390879478828,0.016286644951140065,0.016286644951140065,0.009771986970684038,0.013029315960912053,0.03908794788273615,0.1563517915309446,0.2899022801302932,0.15960912052117263,0.23127035830618892
Scandal,I'm Just a Bill,66,4,19,http://www.imdb.com/title/tt4505548/?ref_=ttep_ep19,7.9,314,0.0732484076433121,0.009554140127388535,0.01592356687898089,0.012738853503184714,0.012738853503184714,0.03503184713375796,0.11464968152866242,0.321656050955414,0.16560509554140126,0.23885350318471338
Scandal,First Lady Sings the Blues,67,4,20,http://www.imdb.com/title/tt4505566/?ref_=ttep_ep20,7.9,310,0.07096774193548387,0.01935483870967742,0.00967741935483871,0.016129032258064516,0.0032258064516129032,0.05806451612903226,0.13548387096774195,0.31290322580645163,0.12258064516129032,0.25161290322580643
Scandal,A Few Good Women,68,4,21,http://www.imdb.com/title/tt4505580/?ref_=ttep_ep21,8.1,298,0.050335570469798654,0.010067114093959731,0.013422818791946308,0.010067114093959731,0.020134228187919462,0.03691275167785235,0.10067114093959731,0.3288590604026846,0.1610738255033557,0.2684563758389262
Scandal,You Can't Take Command,69,4,22,http://www.imdb.com/title/tt4505586/?ref_=ttep_ep22,8.3,385,0.04935064935064935,0.02077922077922078,0.012987012987012988,0.02077922077922078,0.01818181818181818,0.03116883116883117,0.06233766233766234,0.23636363636363636,0.22857142857142856,0.3194805194805195
Scandal,Heavy Is the Head,70,5,1,http://www.imdb.com/title/tt4676054/?ref_=ttep_ep1,8,370,0.06756756756756757,0.02702702702702703,0.016216216216216217,0.010810810810810811,0.01891891891891892,0.02702702702702703,0.11891891891891893,0.2756756756756757,0.1783783783783784,0.2594594594594595
Scandal,Yes,71,5,2,http://www.imdb.com/title/tt4592038/?ref_=ttep_ep2,8.2,310,0.04516129032258064,0.01935483870967742,0.012903225806451613,0.012903225806451613,0.0064516129032258064,0.041935483870967745,0.11290322580645161,0.2903225806451613,0.1774193548387097,0.2806451612903226
Scandal,Paris Is Burning,72,5,3,http://www.imdb.com/title/tt4789104/?ref_=ttep_ep3,7.9,307,0.06188925081433225,0.009771986970684038,0.016286644951140065,0.013029315960912053,0.016286644951140065,0.05863192182410423,0.1465798045602606,0.31921824104234525,0.10749185667752444,0.250814332247557
Scandal,Dog-Whistle Politics,73,5,4,http://www.imdb.com/title/tt4789116/?ref_=ttep_ep4,8.4,317,0.04416403785488959,0.006309148264984227,0.01892744479495268,0.00946372239747634,0.00946372239747634,0.04100946372239748,0.08201892744479496,0.2555205047318612,0.20504731861198738,0.3280757097791798
Scandal,You Got Served,74,5,5,http://www.imdb.com/title/tt4789156/?ref_=ttep_ep5,8.1,276,0.043478260869565216,0.0036231884057971015,0.014492753623188406,0.007246376811594203,0.007246376811594203,0.025362318840579712,0.16304347826086957,0.3188405797101449,0.15579710144927536,0.2608695652173913
Scandal,"Get Out of Jail, Free",75,5,6,http://www.imdb.com/title/tt5033480/?ref_=ttep_ep6,7.9,283,0.06007067137809187,0.01060070671378092,0.02120141342756184,0.014134275618374558,0.0176678445229682,0.053003533568904596,0.1625441696113074,0.2791519434628975,0.1519434628975265,0.22968197879858657
Scandal,Even the Devil Deserves a Second Chance,76,5,7,http://www.imdb.com/title/tt5059588/?ref_=ttep_ep7,8,260,0.05384615384615385,0.011538461538461539,0.011538461538461539,0.007692307692307693,0.023076923076923078,0.05384615384615385,0.11538461538461539,0.36538461538461536,0.11923076923076924,0.23846153846153847
Scandal,Rasputin,77,5,8,http://www.imdb.com/title/tt5059590/?ref_=ttep_ep8,8.1,248,0.04838709677419355,0.008064516129032258,0.016129032258064516,0.008064516129032258,0.016129032258064516,0.036290322580645164,0.13709677419354838,0.3185483870967742,0.17338709677419356,0.23790322580645162
Scandal,"Baby, It's Cold Outside",78,5,9,http://www.imdb.com/title/tt5059592/?ref_=ttep_ep9,7.1,363,0.17079889807162535,0.024793388429752067,0.024793388429752067,0.02203856749311295,0.04132231404958678,0.06336088154269973,0.162534435261708,0.1790633608815427,0.06887052341597796,0.24242424242424243
Scandal,It's Hard Out Here for a General,79,5,10,http://www.imdb.com/title/tt5213338/?ref_=ttep_ep10,7.6,256,0.0703125,0.0078125,0.0234375,0.01171875,0.0078125,0.078125,0.23046875,0.28515625,0.07421875,0.2109375
Scandal,The Candidate,80,5,11,http://www.imdb.com/title/tt5222408/?ref_=ttep_ep11,7.7,245,0.061224489795918366,0.00816326530612245,0.024489795918367346,0.0163265306122449,0.024489795918367346,0.06938775510204082,0.17959183673469387,0.31020408163265306,0.12244897959183673,0.1836734693877551
Scandal,Wild Card,81,5,12,http://www.imdb.com/title/tt5222414/?ref_=ttep_ep12,7.4,253,0.07905138339920949,0.011857707509881422,0.023715415019762844,0.023715415019762844,0.023715415019762844,0.07509881422924901,0.24110671936758893,0.2766798418972332,0.05928853754940711,0.1857707509881423
Scandal,The Fish Rots from the Head,82,5,13,http://www.imdb.com/title/tt5260264/?ref_=ttep_ep13,7.6,240,0.0625,0.008333333333333333,0.03333333333333333,0.025,0.025,0.075,0.2,0.2916666666666667,0.0875,0.19166666666666668
Scandal,I See You,83,5,14,http://www.imdb.com/title/tt5345470/?ref_=ttep_ep14,7.7,249,0.0642570281124498,0.012048192771084338,0.024096385542168676,0.020080321285140562,0.008032128514056224,0.06827309236947791,0.17269076305220885,0.3293172690763052,0.10040160642570281,0.20080321285140562
Scandal,Pencils Down,84,5,15,http://www.imdb.com/title/tt5525620/?ref_=ttep_ep15,8,241,0.06224066390041494,0.008298755186721992,0.02074688796680498,0.008298755186721992,0.008298755186721992,0.03734439834024896,0.13692946058091288,0.3983402489626556,0.0954356846473029,0.22406639004149378
Scandal,The Miseducation of Susan Ross,85,5,16,http://www.imdb.com/title/tt5444850/?ref_=ttep_ep16,8,242,0.06198347107438017,0.008264462809917356,0.012396694214876033,0.01652892561983471,0.02066115702479339,0.02066115702479339,0.13636363636363635,0.34297520661157027,0.1446280991735537,0.23553719008264462
Scandal,Thwack!,86,5,17,http://www.imdb.com/title/tt5528580/?ref_=ttep_ep17,8.6,317,0.06309148264984227,0.006309148264984227,0.015772870662460567,0.00946372239747634,0.00946372239747634,0.01892744479495268,0.07886435331230283,0.167192429022082,0.25236593059936907,0.3785488958990536
Scandal,Till Death Do Us Part,87,5,18,http://www.imdb.com/title/tt5616546/?ref_=ttep_ep18,7.1,284,0.11267605633802817,0.017605633802816902,0.028169014084507043,0.028169014084507043,0.04929577464788732,0.09859154929577464,0.18661971830985916,0.19014084507042253,0.08450704225352113,0.20422535211267606
Scandal,Buckle Up,88,5,19,http://www.imdb.com/title/tt5616548/?ref_=ttep_ep19,7.8,224,0.05803571428571429,0.008928571428571428,0.022321428571428572,0.008928571428571428,0.022321428571428572,0.0625,0.16964285714285715,0.33035714285714285,0.125,0.19196428571428573
Scandal,Trump Card,89,5,20,http://www.imdb.com/title/tt5616406/?ref_=ttep_ep20,7.9,241,0.06224066390041494,0.012448132780082987,0.016597510373443983,0.012448132780082987,0.016597510373443983,0.03319502074688797,0.13278008298755187,0.34024896265560167,0.12863070539419086,0.24481327800829875
Scandal,That's My Girl,90,5,21,http://www.imdb.com/title/tt5616556/?ref_=ttep_ep21,7.8,275,0.06909090909090909,0.007272727272727273,0.02909090909090909,0.014545454545454545,0.014545454545454545,0.03272727272727273,0.16727272727272727,0.2581818181818182,0.15636363636363637,0.2509090909090909
Scandal,Survival of the Fittest,91,6,1,http://www.imdb.com/title/tt5530754/?ref_=ttep_ep1,8.3,337,0.03560830860534125,0.017804154302670624,0.020771513353115726,0.020771513353115726,0.011869436201780416,0.020771513353115726,0.0771513353115727,0.19287833827893175,0.24925816023738873,0.35311572700296734
Scandal,Hardball,92,6,2,http://www.imdb.com/title/tt5738676/?ref_=ttep_ep2,7.7,242,0.0371900826446281,0.008264462809917356,0.028925619834710745,0.024793388429752067,0.03305785123966942,0.07024793388429752,0.17768595041322313,0.3181818181818182,0.09090909090909091,0.21074380165289255
Scandal,Fates Worse Than Death,93,6,3,http://www.imdb.com/title/tt5767452/?ref_=ttep_ep3,7.7,254,0.04330708661417323,0.015748031496062992,0.027559055118110236,0.03543307086614173,0.03543307086614173,0.051181102362204724,0.17716535433070865,0.2559055118110236,0.14173228346456693,0.21653543307086615
Scandal,The Belt,94,6,4,http://www.imdb.com/title/tt5786032/?ref_=ttep_ep4,7.8,273,0.04395604395604396,0.014652014652014652,0.02197802197802198,0.02564102564102564,0.03663003663003663,0.05128205128205128,0.12087912087912088,0.304029304029304,0.11721611721611722,0.26373626373626374
Scandal,They All Bow Down,95,6,5,http://www.imdb.com/title/tt5807968/?ref_=ttep_ep5,7.6,234,0.05555555555555555,0.004273504273504274,0.03418803418803419,0.02564102564102564,0.042735042735042736,0.05128205128205128,0.18803418803418803,0.2948717948717949,0.09829059829059829,0.20512820512820512
